Node_No,X,Y,Z,Total Deformation
7769,0.0259,0.0085,-0.0060,0.0279
7770,0.0146,0.0018,-0.0060,0.0158
7771,-0.0090,-0.0083,-0.0060,0.0136
7772,0.0108,-0.0177,-0.0060,0.0216
7773,0.0009,0.0195,-0.0060,0.0204
7774,-0.0070,-0.0205,-0.0060,0.0225
7775,-0.0159,0.0074,-0.0060,0.0186
7776,-0.0075,0.0054,-0.0060,0.0110
7777,-0.0078,-0.0054,-0.0060,0.0112
7778,-0.0097,0.0012,-0.0060,0.0115
7779,-0.0065,-0.0017,-0.0060,0.0090
7780,-0.0134,-0.0177,-0.0060,0.0230
7781,-0.0084,0.0183,-0.0060,0.0210
7782,-0.0017,-0.0210,-0.0060,0.0219
7783,0.0012,0.0099,-0.0060,0.0116
7784,0.0202,-0.0117,-0.0060,0.0241
7785,-0.0196,-0.0036,-0.0060,0.0208
7786,0.0105,-0.0055,-0.0060,0.0133
7787,-0.0056,-0.0192,-0.0060,0.0209
7788,0.0106,0.0058,-0.0060,0.0135
7789,-0.0196,0.0037,-0.0060,0.0208
7790,0.0203,-0.0093,-0.0060,0.0231
7791,0.0063,-0.0017,-0.0060,0.0088
7792,0.0098,0.0197,-0.0060,0.0228
7793,-0.0095,-0.0117,-0.0060,0.0162
7794,0.0103,-0.0015,-0.0060,0.0120
7795,0.0126,0.0124,-0.0060,0.0187
7796,0.0000,0.0133,-0.0060,0.0146
7797,-0.0174,-0.0134,-0.0060,0.0227
7798,-0.0206,0.0079,-0.0060,0.0228
7799,-0.0008,-0.0186,-0.0060,0.0196
7800,-0.0148,0.0009,-0.0060,0.0159
7801,-0.0137,0.0029,-0.0060,0.0152
7802,0.0062,0.0021,-0.0060,0.0089
7803,0.0183,0.0064,-0.0060,0.0203
7804,-0.0171,-0.0029,-0.0060,0.0184
7805,0.0144,-0.0016,-0.0060,0.0157
7806,-0.0160,0.0119,-0.0060,0.0208
7807,-0.0098,0.0121,-0.0060,0.0167
7808,-0.0202,-0.0094,-0.0060,0.0230
7809,-0.0148,0.0135,-0.0060,0.0209
7810,-0.0032,0.0213,-0.0060,0.0224
7811,-0.0131,0.0181,-0.0060,0.0231
7812,-0.0110,-0.0075,-0.0060,0.0146
7813,-0.0117,-0.0017,-0.0060,0.0133
7814,-0.0085,-0.0152,-0.0060,0.0184
7815,-0.0087,-0.0172,-0.0060,0.0202
7816,0.0095,-0.0165,-0.0060,0.0199
7817,0.0204,0.0095,-0.0060,0.0233
7818,0.0184,-0.0104,-0.0060,0.0219
7819,-0.0080,0.0088,-0.0060,0.0134
7820,-0.0113,0.0029,-0.0060,0.0131
7821,-0.0125,-0.0138,-0.0060,0.0195
7822,0.0066,0.0132,-0.0060,0.0159
7823,0.0084,0.0104,-0.0060,0.0147
7824,0.0002,0.0157,-0.0060,0.0168
7825,-0.0120,-0.0185,-0.0060,0.0228
7826,-0.0087,0.0032,-0.0060,0.0110
7827,-0.0226,-0.0016,-0.0060,0.0234
7828,-0.0161,-0.0152,-0.0060,0.0229
7829,0.0030,-0.0204,-0.0060,0.0215
7830,-0.0067,0.0140,-0.0060,0.0167
7831,0.0065,-0.0137,-0.0060,0.0163
7832,0.0172,0.0165,-0.0060,0.0245
7833,-0.0193,0.0106,-0.0060,0.0228
7834,0.0085,-0.0131,-0.0060,0.0168
7835,0.0281,-0.0083,-0.0060,0.0299
7836,0.0281,0.0083,-0.0060,0.0299
7837,-0.0009,-0.0153,-0.0060,0.0165
7838,-0.0025,-0.0117,-0.0060,0.0134
7839,-0.0054,-0.0151,-0.0060,0.0171
7840,-0.0111,0.0172,-0.0060,0.0214
7841,-0.0139,0.0069,-0.0060,0.0166
7842,-0.0121,0.0083,-0.0060,0.0159
7843,0.0168,-0.0163,-0.0060,0.0241
7844,-0.0199,0.0014,-0.0060,0.0208
7845,0.0092,-0.0113,-0.0060,0.0158
7846,0.0246,0.0119,-0.0060,0.0280
7847,0.0246,-0.0119,-0.0060,0.0280
7848,0.0088,-0.0054,-0.0060,0.0119
7849,0.0213,0.0138,-0.0060,0.0261
7850,0.0114,0.0041,-0.0060,0.0135
7851,0.0040,-0.0081,-0.0060,0.0108
7852,-0.0024,-0.0084,-0.0060,0.0106
7853,-0.0017,-0.0066,-0.0060,0.0091
7854,-0.0002,-0.0031,-0.0060,0.0068
7855,-0.0051,0.0009,-0.0060,0.0079
7856,-0.0216,0.0060,-0.0060,0.0232
7857,0.0057,-0.0075,-0.0060,0.0112
7858,-0.0194,-0.0112,-0.0060,0.0232
7859,-0.0216,-0.0047,-0.0060,0.0229
7860,-0.0040,0.0173,-0.0060,0.0188
7861,-0.0054,0.0190,-0.0060,0.0206
7862,0.0160,-0.0084,-0.0060,0.0190
7863,0.0026,0.0066,-0.0060,0.0093
7864,-0.0036,0.0072,-0.0060,0.0100
7865,-0.0016,0.0019,-0.0060,0.0065
7866,0.0036,-0.0183,-0.0060,0.0196
7867,0.0094,0.0003,-0.0060,0.0111
7868,0.0032,-0.0099,-0.0060,0.0120
7869,-0.0181,0.0079,-0.0060,0.0206
7870,0.0164,-0.0020,-0.0060,0.0176
7871,-0.0037,-0.0199,-0.0060,0.0211
7872,0.0026,-0.0117,-0.0060,0.0134
7873,-0.0137,0.0116,-0.0060,0.0189
7874,0.0198,-0.0147,-0.0060,0.0254
7875,0.0228,-0.0128,-0.0060,0.0268
7876,0.0034,0.0003,-0.0060,0.0069
7877,0.0164,-0.0141,-0.0060,0.0224
7878,0.0080,-0.0210,-0.0060,0.0232
7879,0.0179,-0.0046,-0.0060,0.0194
7880,-0.0187,-0.0077,-0.0060,0.0211
7881,0.0041,-0.0164,-0.0060,0.0179
7882,-0.0183,0.0122,-0.0060,0.0228
7883,0.0047,0.0062,-0.0060,0.0098
7884,-0.0050,0.0106,-0.0060,0.0132
7885,-0.0091,0.0202,-0.0060,0.0230
7886,0.0153,0.0168,-0.0060,0.0235
7887,-0.0134,0.0147,-0.0060,0.0208
7888,-0.0023,0.0036,-0.0060,0.0074
7889,-0.0104,-0.0094,-0.0060,0.0153
7890,-0.0136,-0.0092,-0.0060,0.0175
7891,0.0083,-0.0015,-0.0060,0.0103
7892,0.0123,0.0025,-0.0060,0.0139
7893,-0.0069,0.0071,-0.0060,0.0116
7894,0.0079,-0.0151,-0.0060,0.0181
7895,-0.0127,0.0047,-0.0060,0.0148
7896,0.0056,-0.0177,-0.0060,0.0195
7897,0.0040,0.0184,-0.0060,0.0197
7898,0.0070,0.0214,-0.0060,0.0232
7899,0.0145,0.0077,-0.0060,0.0175
7900,0.0153,0.0133,-0.0060,0.0211
7901,0.0147,-0.0069,-0.0060,0.0173
7902,0.0136,-0.0049,-0.0060,0.0157
7903,0.0132,0.0106,-0.0060,0.0179
7904,0.0096,-0.0204,-0.0060,0.0233
7905,0.0017,0.0210,-0.0060,0.0219
7906,-0.0224,0.0003,-0.0060,0.0232
7907,-0.0159,-0.0120,-0.0060,0.0208
7908,0.0118,0.0194,-0.0060,0.0235
7909,0.0189,0.0106,-0.0060,0.0225
7910,0.0070,0.0041,-0.0060,0.0101
7911,0.0031,0.0048,-0.0060,0.0083
7912,0.0168,-0.0066,-0.0060,0.0190
7913,0.0086,0.0160,-0.0060,0.0191
7914,0.0049,-0.0218,-0.0060,0.0232
7915,0.0107,0.0130,-0.0060,0.0179
7916,0.0106,-0.0127,-0.0060,0.0176
7917,0.0045,-0.0114,-0.0060,0.0137
7918,0.0030,-0.0149,-0.0060,0.0163
7919,0.0119,0.0094,-0.0060,0.0163
7920,0.0119,-0.0090,-0.0060,0.0161
7921,0.0032,-0.0046,-0.0060,0.0082
7922,0.0169,0.0031,-0.0060,0.0182
7923,-0.0090,0.0104,-0.0060,0.0150
7924,-0.0056,0.0124,-0.0060,0.0148
7925,0.0103,0.0022,-0.0060,0.0122
7926,-0.0155,-0.0040,-0.0060,0.0171
7927,-0.0056,-0.0173,-0.0060,0.0191
7928,0.0045,0.0165,-0.0060,0.0181
7929,-0.0159,-0.0060,-0.0060,0.0180
7930,0.0123,-0.0191,-0.0060,0.0235
7931,0.0228,0.0127,-0.0060,0.0268
7932,0.0039,0.0115,-0.0060,0.0136
7933,0.0045,-0.0060,-0.0060,0.0096
7934,-0.0180,0.0022,-0.0060,0.0191
7935,0.0017,-0.0223,-0.0060,0.0232
7936,0.0058,0.0078,-0.0060,0.0114
7937,0.0236,0.0083,-0.0060,0.0257
7938,0.0236,-0.0083,-0.0060,0.0257
7939,0.0044,0.0020,-0.0060,0.0077
7940,-0.0017,0.0122,-0.0060,0.0137
7941,-0.0212,-0.0074,-0.0060,0.0232
7942,0.0147,0.0003,-0.0060,0.0158
7943,0.0107,0.0080,-0.0060,0.0147
7944,0.0073,0.0092,-0.0060,0.0132
7945,0.0199,-0.0070,-0.0060,0.0220
7946,0.0107,-0.0078,-0.0060,0.0146
7947,0.0070,-0.0090,-0.0060,0.0129
7948,0.0018,-0.0082,-0.0060,0.0103
7949,0.0004,-0.0065,-0.0060,0.0089
7950,-0.0045,-0.0085,-0.0060,0.0113
7951,-0.0010,-0.0049,-0.0060,0.0078
7952,-0.0069,-0.0088,-0.0060,0.0127
7953,-0.0122,-0.0057,-0.0060,0.0147
7954,-0.0097,-0.0040,-0.0060,0.0121
7955,-0.0023,-0.0032,-0.0060,0.0072
7956,-0.0071,-0.0036,-0.0060,0.0100
7957,-0.0042,-0.0033,-0.0060,0.0080
7958,0.0209,0.0116,-0.0060,0.0246
7959,0.0200,0.0072,-0.0060,0.0221
7960,-0.0007,0.0191,-0.0060,0.0200
7961,-0.0072,0.0196,-0.0060,0.0217
7962,-0.0100,0.0087,-0.0060,0.0145
7963,-0.0071,-0.0183,-0.0060,0.0205
7964,0.0085,0.0057,-0.0060,0.0118
7965,0.0018,0.0034,-0.0060,0.0071
7966,0.0008,0.0115,-0.0060,0.0130
7967,-0.0001,0.0084,-0.0060,0.0103
7968,-0.0029,0.0054,-0.0060,0.0086
7969,-0.0037,0.0022,-0.0060,0.0074
7970,0.0014,-0.0187,-0.0060,0.0196
7971,-0.0072,0.0159,-0.0060,0.0185
7972,0.0000,-0.0224,-0.0060,0.0232
7973,0.0082,0.0020,-0.0060,0.0103
7974,-0.0043,0.0089,-0.0060,0.0116
7975,0.0122,-0.0020,-0.0060,0.0137
7976,0.0152,-0.0173,-0.0060,0.0238
7977,-0.0153,-0.0093,-0.0060,0.0189
7978,0.0012,-0.0152,-0.0060,0.0164
7979,0.0117,-0.0142,-0.0060,0.0194
7980,0.0262,0.0109,-0.0060,0.0291
7981,0.0262,-0.0109,-0.0060,0.0291
7982,-0.0029,0.0105,-0.0060,0.0125
7983,-0.0005,-0.0118,-0.0060,0.0132
7984,-0.0017,-0.0134,-0.0060,0.0148
7985,-0.0032,-0.0151,-0.0060,0.0166
7986,-0.0085,0.0130,-0.0060,0.0167
7987,-0.0091,0.0167,-0.0060,0.0199
7988,0.0150,-0.0127,-0.0060,0.0205
7989,0.0146,-0.0099,-0.0060,0.0186
7990,0.0115,0.0156,-0.0060,0.0203
7991,-0.0074,0.0036,-0.0060,0.0102
7992,-0.0165,-0.0012,-0.0060,0.0176
7993,0.0062,-0.0036,-0.0060,0.0093
7994,-0.0131,-0.0156,-0.0060,0.0212
7995,0.0058,0.0181,-0.0060,0.0199
7996,0.0114,-0.0159,-0.0060,0.0205
7997,0.0006,0.0176,-0.0060,0.0186
7998,-0.0052,0.0157,-0.0060,0.0176
7999,0.0075,-0.0173,-0.0060,0.0198
8000,0.0053,0.0218,-0.0060,0.0232
8001,0.0161,0.0062,-0.0060,0.0182
8002,0.0005,0.0020,-0.0060,0.0064
8003,0.0212,-0.0136,-0.0060,0.0259
8004,0.0140,0.0059,-0.0060,0.0164
8005,0.0170,0.0101,-0.0060,0.0207
8006,0.0163,0.0015,-0.0060,0.0175
8007,-0.0056,0.0028,-0.0060,0.0087
8008,-0.0087,-0.0134,-0.0060,0.0170
8009,0.0181,-0.0152,-0.0060,0.0244
8010,0.0215,0.0078,-0.0060,0.0236
8011,0.0150,-0.0034,-0.0060,0.0165
8012,0.0094,0.0070,-0.0060,0.0131
8013,0.0073,0.0147,-0.0060,0.0174
8014,0.0076,0.0120,-0.0060,0.0154
8015,0.0075,-0.0067,-0.0060,0.0117
8016,-0.0007,-0.0170,-0.0060,0.0180
8017,0.0299,-0.0072,-0.0060,0.0313
8018,0.0299,0.0072,-0.0060,0.0313
8019,0.0124,-0.0121,-0.0060,0.0183
8020,-0.0014,0.0205,-0.0060,0.0214
8021,0.0142,0.0119,-0.0060,0.0195
8022,0.0216,-0.0076,-0.0060,0.0237
8023,-0.0045,-0.0117,-0.0060,0.0139
8024,0.0135,0.0182,-0.0060,0.0234
8025,-0.0220,0.0043,-0.0060,0.0232
8026,-0.0068,0.0003,-0.0060,0.0091
8027,-0.0057,-0.0130,-0.0060,0.0154
8028,0.0057,0.0117,-0.0060,0.0143
8029,-0.0120,-0.0089,-0.0060,0.0161
8030,-0.0044,-0.0183,-0.0060,0.0198
8031,-0.0160,0.0156,-0.0060,0.0231
8032,-0.0114,-0.0124,-0.0060,0.0179
8033,0.0075,0.0193,-0.0060,0.0215
8034,0.0093,0.0177,-0.0060,0.0209
8035,-0.0031,0.0156,-0.0060,0.0170
8036,-0.0174,-0.0116,-0.0060,0.0218
8037,-0.0053,0.0071,-0.0060,0.0107
8038,-0.0028,-0.0227,-0.0060,0.0237
8039,0.0036,0.0221,-0.0060,0.0231
8040,-0.0126,0.0163,-0.0060,0.0214
8041,-0.0029,-0.0184,-0.0060,0.0195
8042,0.0101,-0.0097,-0.0060,0.0152
8043,0.0048,-0.0145,-0.0060,0.0164
8044,-0.0018,0.0220,-0.0060,0.0229
8045,0.0138,-0.0183,-0.0060,0.0237
8046,0.0102,0.0100,-0.0060,0.0155
8047,0.0163,-0.0102,-0.0060,0.0201
8048,0.0052,0.0145,-0.0060,0.0165
8049,0.0177,0.0046,-0.0060,0.0192
8050,0.0169,-0.0034,-0.0060,0.0182
8051,0.0045,-0.0013,-0.0060,0.0076
8052,-0.0167,0.0014,-0.0060,0.0178
8053,0.0035,-0.0227,-0.0060,0.0238
8054,-0.0135,-0.0031,-0.0060,0.0151
8055,-0.0062,0.0045,-0.0060,0.0097
8056,-0.0076,-0.0071,-0.0060,0.0120
8057,-0.0097,-0.0011,-0.0060,0.0115
8058,-0.0110,-0.0001,-0.0060,0.0126
8059,-0.0185,-0.0018,-0.0060,0.0195
8060,0.0022,-0.0011,-0.0060,0.0065
8061,0.0000,-0.0008,-0.0060,0.0061
8062,0.0136,0.0090,-0.0060,0.0174
8063,0.0108,-0.0035,-0.0060,0.0128
8064,0.0021,-0.0134,-0.0060,0.0148
8065,0.0123,0.0055,-0.0060,0.0148
8066,0.0247,-0.0100,-0.0060,0.0273
8067,0.0247,0.0100,-0.0060,0.0273
8068,-0.0117,0.0118,-0.0060,0.0177
8069,-0.0009,0.0052,-0.0060,0.0080
8070,0.0181,0.0153,-0.0060,0.0244
8071,-0.0086,-0.0098,-0.0060,0.0144
8072,-0.0176,-0.0064,-0.0060,0.0196
8073,0.0022,0.0112,-0.0060,0.0129
8074,0.0035,0.0033,-0.0060,0.0077
8075,0.0066,-0.0192,-0.0060,0.0212
8076,-0.0040,-0.0169,-0.0060,0.0184
8077,0.0036,0.0150,-0.0060,0.0165
8078,-0.0175,0.0065,-0.0060,0.0196
8079,0.0133,0.0011,-0.0060,0.0146
8080,0.0063,-0.0212,-0.0060,0.0229
8081,0.0020,-0.0032,-0.0060,0.0071
8082,-0.0149,-0.0167,-0.0060,0.0231
8083,0.0162,0.0150,-0.0060,0.0228
8084,-0.0129,0.0099,-0.0060,0.0174
8085,0.0026,0.0189,-0.0060,0.0200
8086,0.0021,0.0227,-0.0060,0.0236
8087,0.0188,-0.0060,-0.0060,0.0206
8088,-0.0061,-0.0115,-0.0060,0.0143
8089,0.0123,0.0143,-0.0060,0.0198
8090,-0.0117,-0.0151,-0.0060,0.0200
8091,0.0029,0.0099,-0.0060,0.0119
8092,0.0085,0.0211,-0.0060,0.0235
8093,0.0005,-0.0175,-0.0060,0.0185
8094,0.0313,-0.0056,-0.0060,0.0324
8095,0.0313,0.0056,-0.0060,0.0324
8096,-0.0014,0.0151,-0.0060,0.0163
8097,0.0178,0.0120,-0.0060,0.0223
8098,-0.0152,-0.0007,-0.0060,0.0164
8099,-0.0142,-0.0146,-0.0060,0.0212
8100,0.0128,-0.0101,-0.0060,0.0174
8101,0.0074,-0.0029,-0.0060,0.0099
8102,-0.0144,0.0085,-0.0060,0.0178
8103,0.0108,-0.0195,-0.0060,0.0231
8104,-0.0127,-0.0043,-0.0060,0.0147
8105,0.0183,0.0137,-0.0060,0.0236
8106,0.0150,0.0033,-0.0060,0.0165
8107,-0.0069,0.0183,-0.0060,0.0205
8108,-0.0138,-0.0130,-0.0060,0.0198
8109,0.0019,0.0083,-0.0060,0.0104
8110,0.0074,-0.0046,-0.0060,0.0106
8111,-0.0045,0.0204,-0.0060,0.0217
8112,-0.0072,0.0124,-0.0060,0.0155
8113,0.0151,-0.0114,-0.0060,0.0198
8114,0.0070,0.0107,-0.0060,0.0142
8115,0.0005,-0.0164,-0.0060,0.0175
8116,-0.0222,-0.0032,-0.0060,0.0232
8117,-0.0033,-0.0103,-0.0060,0.0123
8118,-0.0014,-0.0231,-0.0060,0.0239
8119,-0.0103,-0.0181,-0.0060,0.0216
8120,-0.0205,-0.0023,-0.0060,0.0215
8121,-0.0076,0.0209,-0.0060,0.0230
8122,0.0083,-0.0100,-0.0060,0.0143
8123,0.0053,-0.0128,-0.0060,0.0151
8124,0.0067,0.0063,-0.0060,0.0109
8125,-0.0217,-0.0059,-0.0060,0.0233
8126,-0.0044,-0.0005,-0.0060,0.0075
8127,-0.0112,-0.0046,-0.0060,0.0135
8128,-0.0097,-0.0069,-0.0060,0.0133
8129,-0.0104,-0.0028,-0.0060,0.0124
8130,-0.0147,-0.0075,-0.0060,0.0176
8131,0.0123,-0.0175,-0.0060,0.0222
8132,-0.0071,-0.0138,-0.0060,0.0167
8133,-0.0049,0.0216,-0.0060,0.0229
8134,0.0131,-0.0151,-0.0060,0.0209
8135,0.0093,-0.0182,-0.0060,0.0213
8136,-0.0083,-0.0213,-0.0060,0.0236
8137,0.0132,-0.0004,-0.0060,0.0145
8138,0.0095,0.0117,-0.0060,0.0162
8139,-0.0188,-0.0127,-0.0060,0.0234
8140,-0.0191,0.0092,-0.0060,0.0220
8141,-0.0107,0.0073,-0.0060,0.0143
8142,0.0120,-0.0050,-0.0060,0.0143
8143,-0.0085,-0.0193,-0.0060,0.0219
8144,0.0134,-0.0032,-0.0060,0.0150
8145,-0.0056,-0.0218,-0.0060,0.0232
8146,-0.0111,-0.0197,-0.0060,0.0234
8147,-0.0131,-0.0190,-0.0060,0.0238
8148,-0.0104,0.0133,-0.0060,0.0179
8149,-0.0026,0.0227,-0.0060,0.0236
8150,0.0137,0.0026,-0.0060,0.0152
8151,0.0011,-0.0121,-0.0060,0.0136
8152,0.0138,0.0133,-0.0060,0.0201
8153,-0.0162,0.0088,-0.0060,0.0193
8154,0.0276,-0.0100,-0.0060,0.0299
8155,0.0276,0.0100,-0.0060,0.0299
8156,-0.0129,0.0194,-0.0060,0.0241
8157,-0.0004,0.0009,-0.0060,0.0061
8158,0.0104,0.0160,-0.0060,0.0200
8159,-0.0091,-0.0056,-0.0060,0.0122
8160,-0.0098,0.0028,-0.0060,0.0119
8161,-0.0089,0.0050,-0.0060,0.0118
8162,-0.0062,0.0058,-0.0060,0.0104
8163,-0.0065,-0.0052,-0.0060,0.0103
8164,-0.0084,-0.0038,-0.0060,0.0110
8165,-0.0084,0.0015,-0.0060,0.0104
8166,-0.0078,-0.0022,-0.0060,0.0101
8167,-0.0058,-0.0035,-0.0060,0.0090
8168,-0.0050,-0.0018,-0.0060,0.0080
8169,0.0296,0.0089,-0.0060,0.0315
8170,0.0296,-0.0089,-0.0060,0.0315
8171,-0.0205,0.0096,-0.0060,0.0234
8172,-0.0118,-0.0168,-0.0060,0.0214
8173,-0.0097,0.0184,-0.0060,0.0217
8174,-0.0074,0.0174,-0.0060,0.0199
8175,0.0051,-0.0025,-0.0060,0.0083
8176,-0.0177,-0.0147,-0.0060,0.0237
8177,-0.0199,0.0118,-0.0060,0.0239
8178,0.0138,-0.0124,-0.0060,0.0195
8179,0.0049,0.0128,-0.0060,0.0150
8180,-0.0003,-0.0012,0.0500,0.0500
8181,0.0003,0.0007,0.0500,0.0500
8182,0.0013,-0.0005,0.0500,0.0500
8183,-0.0014,0.0004,0.0500,0.0500
8184,0.0144,-0.0205,-0.0192,0.0316
8185,0.0171,-0.0190,-0.0190,0.0318
8186,0.0196,-0.0176,-0.0190,0.0324
8187,0.0220,-0.0162,-0.0187,0.0331
8188,0.0246,-0.0147,-0.0190,0.0344
8189,0.0260,-0.0138,-0.0190,0.0351
8190,0.0208,-0.0168,-0.0190,0.0328
8191,0.0183,-0.0183,-0.0190,0.0321
8192,0.0233,-0.0154,-0.0190,0.0338
8193,0.0158,-0.0197,-0.0190,0.0316
8194,0.0134,-0.0212,-0.0187,0.0312
8195,0.0144,0.0205,-0.0192,0.0316
8196,0.0171,0.0190,-0.0190,0.0318
8197,0.0196,0.0176,-0.0190,0.0324
8198,0.0221,0.0161,-0.0190,0.0333
8199,0.0246,0.0147,-0.0190,0.0344
8200,0.0260,0.0138,-0.0190,0.0351
8201,0.0207,0.0169,-0.0191,0.0329
8202,0.0184,0.0182,-0.0191,0.0322
8203,0.0233,0.0154,-0.0190,0.0338
8204,0.0158,0.0197,-0.0190,0.0316
8205,0.0134,0.0212,-0.0187,0.0312
8206,0.0144,-0.0205,-0.0032,0.0253
8207,0.0171,-0.0190,-0.0030,0.0257
8208,0.0196,-0.0176,-0.0030,0.0265
8209,0.0221,-0.0161,-0.0030,0.0275
8210,0.0245,-0.0147,-0.0028,0.0287
8211,0.0260,-0.0138,-0.0030,0.0296
8212,0.0208,-0.0168,-0.0030,0.0270
8213,0.0183,-0.0183,-0.0030,0.0261
8214,0.0233,-0.0154,-0.0030,0.0281
8215,0.0158,-0.0197,-0.0030,0.0255
8216,0.0134,-0.0212,-0.0027,0.0252
8217,0.0144,0.0205,-0.0032,0.0253
8218,0.0171,0.0190,-0.0030,0.0257
8219,0.0196,0.0176,-0.0030,0.0265
8220,0.0221,0.0161,-0.0030,0.0275
8221,0.0246,0.0147,-0.0030,0.0288
8222,0.0260,0.0138,-0.0030,0.0296
8223,0.0208,0.0168,-0.0030,0.0270
8224,0.0183,0.0183,-0.0030,0.0261
8225,0.0233,0.0154,-0.0030,0.0281
8226,0.0158,0.0197,-0.0030,0.0255
8227,0.0134,0.0212,-0.0027,0.0252
8228,0.0000,0.0000,-0.0720,0.0720
8229,0.0000,0.0000,0.0169,0.0169
8230,0.0004,0.0000,-0.0368,0.0368
8231,-0.0037,-0.0008,-0.0012,0.0040
8232,-0.0004,-0.0001,-0.0249,0.0249
8233,0.0039,-0.0025,-0.0204,0.0209
8234,0.0021,-0.0023,-0.0012,0.0034
8235,0.0304,0.0093,-0.0047,0.0322
8236,-0.0052,0.0036,0.0068,0.0092
8237,-0.0172,0.0161,-0.0040,0.0239
8238,-0.0023,0.0239,-0.0206,0.0316
8239,0.0155,0.0051,-0.0202,0.0260
8240,0.0031,-0.0004,-0.0534,0.0535
8241,-0.0056,0.0237,-0.0210,0.0322
8242,0.0328,-0.0043,-0.0175,0.0374
8243,-0.0086,-0.0066,-0.0042,0.0116
8244,0.0279,-0.0115,-0.0207,0.0365
8245,0.0326,-0.0041,-0.0205,0.0387
8246,-0.0208,0.0122,-0.0013,0.0242
8247,0.0088,0.0171,-0.0182,0.0265
8248,-0.0106,0.0204,-0.0175,0.0289
8249,-0.0024,0.0007,0.0341,0.0341
8250,-0.0186,-0.0151,-0.0207,0.0317
8251,0.0213,0.0148,-0.0046,0.0263
8252,-0.0018,0.0040,0.0251,0.0254
8253,-0.0011,-0.0080,-0.0180,0.0197
8254,-0.0167,-0.0142,-0.0201,0.0297
8255,0.0019,-0.0065,-0.0254,0.0263
8256,0.0210,0.0149,-0.0203,0.0328
8257,-0.0202,-0.0125,-0.0172,0.0293
8258,0.0010,-0.0022,-0.0687,0.0688
8259,-0.0226,-0.0082,-0.0206,0.0316
8260,0.0033,-0.0232,-0.0203,0.0310
8261,-0.0202,0.0125,-0.0048,0.0243
8262,0.0241,-0.0136,-0.0174,0.0327
8263,-0.0125,0.0179,-0.0178,0.0282
8264,-0.0192,-0.0141,-0.0171,0.0293
8265,0.0174,-0.0171,-0.0203,0.0317
8266,-0.0086,0.0062,-0.0013,0.0107
8267,-0.0217,0.0102,-0.0188,0.0305
8268,-0.0068,-0.0184,-0.0199,0.0280
8269,-0.0104,0.0040,-0.0174,0.0207
8270,-0.0063,0.0046,-0.0222,0.0235
8271,-0.0026,0.0003,-0.0668,0.0669
8272,0.0122,-0.0026,-0.0039,0.0131
8273,-0.0112,-0.0214,-0.0208,0.0318
8274,-0.0158,0.0161,-0.0180,0.0288
8275,0.0012,-0.0241,-0.0207,0.0318
8276,0.0029,-0.0023,0.0283,0.0285
8277,0.0138,-0.0071,-0.0202,0.0255
8278,0.0011,0.0022,-0.0563,0.0563
8279,-0.0193,0.0141,-0.0172,0.0295
8280,-0.0027,0.0116,-0.0039,0.0125
8281,0.0037,-0.0053,-0.0333,0.0339
8282,-0.0043,-0.0234,-0.0172,0.0294
8283,0.0294,0.0010,-0.0128,0.0320
8284,-0.0237,0.0010,-0.0186,0.0302
8285,0.0155,-0.0143,-0.0177,0.0275
8286,0.0319,-0.0076,-0.0207,0.0388
8287,-0.0233,-0.0030,-0.0014,0.0236
8288,0.0066,0.0065,-0.0180,0.0202
8289,-0.0048,0.0229,-0.0045,0.0238
8290,0.0045,-0.0235,-0.0173,0.0295
8291,-0.0185,-0.0027,-0.0200,0.0274
8292,-0.0004,0.0022,-0.0641,0.0642
8293,0.0302,-0.0095,-0.0172,0.0360
8294,0.0203,0.0038,-0.0200,0.0288
8295,-0.0095,-0.0060,-0.0179,0.0211
8296,0.0173,-0.0092,-0.0178,0.0265
8297,0.0010,-0.0065,0.0071,0.0097
8298,-0.0025,-0.0238,-0.0173,0.0295
8299,-0.0114,-0.0211,-0.0013,0.0240
8300,0.0219,-0.0037,-0.0091,0.0240
8301,-0.0037,0.0020,-0.0467,0.0468
8302,-0.0038,0.0051,-0.0286,0.0293
8303,0.0149,0.0092,-0.0175,0.0248
8304,-0.0224,-0.0086,-0.0046,0.0245
8305,-0.0229,0.0069,-0.0017,0.0240
8306,-0.0015,0.0015,0.0489,0.0490
8307,-0.0228,-0.0065,-0.0046,0.0242
8308,-0.0017,-0.0012,-0.0593,0.0593
8309,0.0036,-0.0012,-0.0500,0.0501
8310,0.0275,-0.0055,-0.0198,0.0343
8311,-0.0180,0.0157,-0.0207,0.0316
8312,-0.0155,-0.0166,-0.0178,0.0288
8313,-0.0065,0.0133,-0.0018,0.0149
8314,0.0069,-0.0228,-0.0172,0.0294
8315,0.0104,-0.0009,-0.0181,0.0209
8316,0.0080,-0.0093,-0.0200,0.0234
8317,0.0240,-0.0095,-0.0042,0.0262
8318,-0.0009,-0.0025,-0.0550,0.0551
8319,-0.0038,-0.0052,0.0079,0.0101
8320,-0.0093,-0.0221,-0.0205,0.0315
8321,-0.0145,-0.0110,-0.0018,0.0183
8322,0.0274,-0.0115,-0.0018,0.0298
8323,-0.0066,-0.0232,-0.0016,0.0242
8324,-0.0037,-0.0179,-0.0043,0.0188
8325,0.0054,-0.0233,-0.0048,0.0244
8326,0.0021,0.0068,-0.0228,0.0239
8327,0.0159,0.0075,-0.0042,0.0181
8328,-0.0176,-0.0161,-0.0046,0.0243
