Node_No,X,Y,Z,Total Deformation
16675,0.0342,0.0031,-0.0049,0.0346
16676,0.0344,0.0044,-0.0050,0.0350
16677,0.0345,0.0037,-0.0054,0.0351
16678,0.0345,0.0038,-0.0047,0.0350
16679,0.0344,0.0041,-0.0045,0.0350
16680,0.0340,0.0036,-0.0049,0.0346
16681,0.0340,0.0053,-0.0050,0.0348
16682,0.0340,0.0052,-0.0054,0.0348
16683,0.0343,0.0042,-0.0054,0.0350
16684,0.0341,0.0052,-0.0047,0.0348
16685,0.0343,0.0046,-0.0045,0.0349
16686,0.0336,0.0049,-0.0049,0.0343
16687,0.0339,0.0040,-0.0049,0.0345
16688,0.0337,0.0062,-0.0050,0.0346
16689,0.0338,0.0056,-0.0054,0.0347
16690,0.0339,0.0056,-0.0047,0.0347
16691,0.0338,0.0060,-0.0045,0.0346
16692,0.0335,0.0054,-0.0049,0.0342
16693,0.0332,0.0071,-0.0050,0.0343
16694,0.0332,0.0070,-0.0054,0.0343
16695,0.0336,0.0061,-0.0054,0.0346
16696,0.0333,0.0070,-0.0047,0.0343
16697,0.0336,0.0064,-0.0045,0.0345
16698,0.0333,0.0058,-0.0049,0.0341
16699,0.0330,0.0066,-0.0049,0.0340
16700,0.0327,0.0079,-0.0050,0.0341
16701,0.0330,0.0074,-0.0054,0.0342
16702,0.0331,0.0074,-0.0047,0.0342
16703,0.0329,0.0077,-0.0045,0.0341
16704,0.0322,0.0076,-0.0047,0.0335
16705,0.0327,0.0070,-0.0049,0.0338
16706,0.0322,0.0087,-0.0050,0.0337
16707,0.0321,0.0087,-0.0054,0.0337
16708,0.0327,0.0078,-0.0054,0.0341
16709,0.0323,0.0086,-0.0047,0.0337
16710,0.0326,0.0081,-0.0045,0.0339
16711,0.0320,0.0080,-0.0047,0.0333
16712,0.0316,0.0095,-0.0050,0.0334
16713,0.0319,0.0091,-0.0054,0.0336
16714,0.0320,0.0090,-0.0047,0.0336
16715,0.0318,0.0093,-0.0045,0.0334
16716,0.0312,0.0092,-0.0049,0.0329
16717,0.0317,0.0084,-0.0047,0.0331
16718,0.0310,0.0103,-0.0050,0.0330
16719,0.0309,0.0102,-0.0054,0.0330
16720,0.0316,0.0095,-0.0054,0.0334
16721,0.0310,0.0102,-0.0047,0.0330
16722,0.0314,0.0097,-0.0045,0.0332
16723,0.0309,0.0096,-0.0049,0.0327
16724,0.0303,0.0110,-0.0050,0.0326
16725,0.0306,0.0106,-0.0054,0.0328
16726,0.0307,0.0105,-0.0047,0.0328
16727,0.0304,0.0108,-0.0045,0.0326
16728,0.0305,0.0100,-0.0049,0.0325
16729,0.0301,0.0106,-0.0049,0.0323
16730,0.0295,0.0116,-0.0050,0.0321
16731,0.0294,0.0116,-0.0054,0.0320
16732,0.0302,0.0109,-0.0054,0.0326
16733,0.0297,0.0115,-0.0045,0.0321
16734,0.0301,0.0111,-0.0045,0.0324
16735,0.0297,0.0110,-0.0049,0.0320
16736,0.0287,0.0122,-0.0050,0.0316
16737,0.0290,0.0119,-0.0054,0.0318
16738,0.0293,0.0118,-0.0045,0.0319
16739,0.0288,0.0121,-0.0043,0.0316
16740,0.0287,0.0115,-0.0050,0.0313
16741,0.0293,0.0113,-0.0049,0.0318
16742,0.0279,0.0127,-0.0054,0.0311
16743,0.0286,0.0122,-0.0054,0.0316
16744,0.0284,0.0124,-0.0043,0.0313
16745,0.0283,0.0118,-0.0050,0.0311
16746,0.0275,0.0123,-0.0049,0.0305
16747,0.0280,0.0120,-0.0042,0.0307
16748,0.0287,0.0122,-0.0010,0.0312
16749,0.0279,0.0127,-0.0006,0.0306
16750,0.0289,0.0120,-0.0006,0.0313
16751,0.0286,0.0123,-0.0015,0.0312
16752,0.0283,0.0118,-0.0011,0.0307
16753,0.0275,0.0125,-0.0010,0.0302
16754,0.0295,0.0116,-0.0010,0.0317
16755,0.0293,0.0117,-0.0006,0.0315
16756,0.0290,0.0120,-0.0015,0.0314
16757,0.0287,0.0115,-0.0011,0.0309
16758,0.0303,0.0110,-0.0010,0.0322
16759,0.0296,0.0114,-0.0006,0.0318
16760,0.0294,0.0117,-0.0015,0.0317
16761,0.0301,0.0111,-0.0015,0.0321
16762,0.0291,0.0112,-0.0011,0.0312
16763,0.0295,0.0107,-0.0020,0.0314
16764,0.0298,0.0107,-0.0011,0.0317
16765,0.0310,0.0103,-0.0010,0.0326
16766,0.0308,0.0103,-0.0006,0.0325
16767,0.0300,0.0111,-0.0006,0.0320
16768,0.0305,0.0107,-0.0015,0.0323
16769,0.0302,0.0103,-0.0011,0.0319
16770,0.0316,0.0095,-0.0010,0.0330
16771,0.0311,0.0099,-0.0006,0.0327
16772,0.0308,0.0104,-0.0015,0.0326
16773,0.0315,0.0096,-0.0015,0.0330
16774,0.0307,0.0095,-0.0013,0.0322
16775,0.0305,0.0100,-0.0011,0.0321
16776,0.0322,0.0087,-0.0010,0.0334
16777,0.0321,0.0087,-0.0006,0.0333
16778,0.0315,0.0096,-0.0006,0.0329
16779,0.0318,0.0092,-0.0015,0.0332
16780,0.0317,0.0086,-0.0011,0.0328
16781,0.0310,0.0091,-0.0013,0.0324
16782,0.0327,0.0079,-0.0010,0.0337
16783,0.0324,0.0083,-0.0006,0.0334
16784,0.0321,0.0089,-0.0015,0.0333
16785,0.0327,0.0080,-0.0015,0.0337
16786,0.0320,0.0082,-0.0011,0.0330
16787,0.0332,0.0071,-0.0010,0.0340
16788,0.0331,0.0071,-0.0006,0.0339
16789,0.0326,0.0079,-0.0006,0.0336
16790,0.0329,0.0076,-0.0015,0.0338
16791,0.0326,0.0068,-0.0011,0.0334
16792,0.0322,0.0077,-0.0011,0.0332
16793,0.0337,0.0062,-0.0010,0.0342
16794,0.0334,0.0066,-0.0006,0.0340
16795,0.0332,0.0072,-0.0015,0.0340
16796,0.0336,0.0063,-0.0015,0.0342
16797,0.0329,0.0064,-0.0011,0.0335
16798,0.0340,0.0053,-0.0010,0.0345
16799,0.0340,0.0053,-0.0006,0.0344
16800,0.0336,0.0062,-0.0006,0.0341
16801,0.0338,0.0059,-0.0015,0.0343
16802,0.0331,0.0059,-0.0011,0.0336
16803,0.0336,0.0050,-0.0011,0.0339
16804,0.0344,0.0044,-0.0010,0.0346
16805,0.0341,0.0048,-0.0006,0.0345
16806,0.0340,0.0054,-0.0015,0.0345
16807,0.0343,0.0045,-0.0015,0.0346
16808,0.0337,0.0045,-0.0011,0.0340
16809,0.0347,0.0029,-0.0010,0.0348
16810,0.0345,0.0034,-0.0006,0.0347
16811,0.0343,0.0043,-0.0006,0.0346
16812,0.0345,0.0040,-0.0015,0.0347
16813,0.0347,0.0031,-0.0015,0.0348
16814,0.0340,0.0031,-0.0012,0.0342
16815,0.0339,0.0040,-0.0011,0.0341
16816,0.0349,0.0015,-0.0010,0.0350
16817,0.0349,0.0014,-0.0006,0.0349
16818,0.0347,0.0024,-0.0006,0.0348
16819,0.0349,0.0021,-0.0015,0.0349
16820,0.0342,0.0021,-0.0012,0.0343
16821,0.0350,0.0005,-0.0010,0.0350
16822,0.0349,0.0009,-0.0006,0.0349
16823,0.0349,0.0016,-0.0015,0.0350
16824,0.0350,0.0006,-0.0015,0.0350
16825,0.0343,0.0016,-0.0012,0.0343
16826,0.0344,0.0006,-0.0011,0.0344
16827,0.0350,-0.0005,-0.0010,0.0350
16828,0.0349,-0.0007,-0.0006,0.0349
16829,0.0349,0.0004,-0.0006,0.0349
16830,0.0350,0.0001,-0.0015,0.0350
16831,0.0344,0.0001,-0.0011,0.0344
16832,0.0349,-0.0015,-0.0010,0.0350
16833,0.0349,-0.0012,-0.0006,0.0349
16834,0.0350,-0.0004,-0.0015,0.0350
16835,0.0349,-0.0013,-0.0015,0.0350
16836,0.0343,-0.0015,-0.0011,0.0343
16837,0.0344,-0.0004,-0.0011,0.0344
16838,0.0348,-0.0024,-0.0010,0.0349
16839,0.0348,-0.0017,-0.0006,0.0349
16840,0.0349,-0.0018,-0.0015,0.0350
16841,0.0342,-0.0020,-0.0011,0.0343
16842,0.0346,-0.0034,-0.0010,0.0348
16843,0.0346,-0.0032,-0.0006,0.0347
16844,0.0348,-0.0022,-0.0006,0.0348
16845,0.0348,-0.0023,-0.0015,0.0349
16846,0.0346,-0.0033,-0.0015,0.0348
16847,0.0342,-0.0025,-0.0011,0.0343
16848,0.0341,-0.0034,-0.0012,0.0343
16849,0.0344,-0.0044,-0.0010,0.0346
16850,0.0345,-0.0037,-0.0006,0.0347
16851,0.0345,-0.0038,-0.0015,0.0348
16852,0.0340,-0.0039,-0.0012,0.0342
16853,0.0340,-0.0053,-0.0010,0.0345
16854,0.0340,-0.0052,-0.0006,0.0344
16855,0.0343,-0.0042,-0.0006,0.0346
16856,0.0344,-0.0042,-0.0015,0.0347
16857,0.0341,-0.0052,-0.0015,0.0345
16858,0.0335,-0.0051,-0.0011,0.0339
16859,0.0338,-0.0044,-0.0012,0.0341
16860,0.0337,-0.0062,-0.0010,0.0342
16861,0.0338,-0.0056,-0.0006,0.0343
16862,0.0339,-0.0056,-0.0015,0.0344
16863,0.0333,-0.0055,-0.0011,0.0338
16864,0.0332,-0.0071,-0.0010,0.0340
16865,0.0332,-0.0070,-0.0006,0.0339
16866,0.0336,-0.0061,-0.0006,0.0342
16867,0.0337,-0.0061,-0.0015,0.0343
16868,0.0333,-0.0070,-0.0015,0.0340
16869,0.0331,-0.0060,-0.0011,0.0337
16870,0.0329,-0.0067,-0.0011,0.0336
16871,0.0327,-0.0079,-0.0010,0.0337
16872,0.0330,-0.0074,-0.0006,0.0338
16873,0.0331,-0.0074,-0.0015,0.0339
16874,0.0326,-0.0071,-0.0011,0.0334
16875,0.0322,-0.0087,-0.0010,0.0334
16876,0.0321,-0.0087,-0.0006,0.0333
16877,0.0327,-0.0078,-0.0006,0.0336
16878,0.0328,-0.0078,-0.0015,0.0338
16879,0.0323,-0.0086,-0.0015,0.0334
16880,0.0324,-0.0075,-0.0011,0.0333
16881,0.0318,-0.0083,-0.0011,0.0329
16882,0.0316,-0.0095,-0.0010,0.0330
16883,0.0319,-0.0091,-0.0006,0.0331
16884,0.0320,-0.0090,-0.0015,0.0333
16885,0.0315,-0.0087,-0.0011,0.0327
16886,0.0310,-0.0103,-0.0010,0.0326
16887,0.0309,-0.0102,-0.0006,0.0325
16888,0.0316,-0.0095,-0.0006,0.0329
16889,0.0317,-0.0094,-0.0015,0.0331
16890,0.0311,-0.0101,-0.0015,0.0327
16891,0.0303,-0.0099,-0.0013,0.0319
16892,0.0312,-0.0090,-0.0011,0.0325
16893,0.0303,-0.0110,-0.0010,0.0322
16894,0.0306,-0.0106,-0.0006,0.0323
16895,0.0307,-0.0105,-0.0015,0.0325
16896,0.0300,-0.0102,-0.0013,0.0317
16897,0.0295,-0.0116,-0.0010,0.0317
16898,0.0294,-0.0116,-0.0006,0.0316
16899,0.0302,-0.0109,-0.0006,0.0321
16900,0.0304,-0.0108,-0.0015,0.0323
16901,0.0297,-0.0114,-0.0015,0.0319
16902,0.0296,-0.0106,-0.0013,0.0314
16903,0.0289,-0.0114,-0.0009,0.0311
16904,0.0287,-0.0122,-0.0010,0.0312
16905,0.0290,-0.0119,-0.0006,0.0314
16906,0.0294,-0.0117,-0.0015,0.0316
16907,0.0288,-0.0121,-0.0017,0.0313
16908,0.0286,-0.0117,-0.0009,0.0309
16909,0.0279,-0.0127,-0.0006,0.0306
16910,0.0286,-0.0122,-0.0006,0.0311
16911,0.0284,-0.0124,-0.0017,0.0311
16912,0.0279,-0.0120,-0.0014,0.0304
16913,0.0281,-0.0120,-0.0009,0.0306
16914,0.0138,-0.0209,-0.0050,0.0255
16915,0.0129,-0.0213,-0.0054,0.0255
16916,0.0139,-0.0209,-0.0041,0.0254
16917,0.0134,-0.0212,-0.0038,0.0253
16918,0.0132,-0.0206,-0.0048,0.0249
16919,0.0146,-0.0205,-0.0050,0.0256
16920,0.0143,-0.0206,-0.0041,0.0254
16921,0.0136,-0.0204,-0.0048,0.0249
16922,0.0154,-0.0200,-0.0050,0.0257
16923,0.0147,-0.0204,-0.0041,0.0255
16924,0.0154,-0.0200,-0.0040,0.0255
16925,0.0150,-0.0194,-0.0047,0.0249
16926,0.0140,-0.0201,-0.0048,0.0250
16927,0.0163,-0.0195,-0.0050,0.0259
16928,0.0158,-0.0197,-0.0040,0.0256
16929,0.0154,-0.0192,-0.0047,0.0250
16930,0.0171,-0.0190,-0.0050,0.0260
16931,0.0169,-0.0191,-0.0040,0.0258
16932,0.0163,-0.0195,-0.0040,0.0257
16933,0.0158,-0.0189,-0.0047,0.0251
16934,0.0167,-0.0182,-0.0045,0.0251
16935,0.0179,-0.0185,-0.0050,0.0263
16936,0.0173,-0.0189,-0.0040,0.0259
16937,0.0179,-0.0185,-0.0040,0.0261
16938,0.0171,-0.0180,-0.0045,0.0252
16939,0.0188,-0.0180,-0.0050,0.0265
16940,0.0183,-0.0183,-0.0040,0.0262
16941,0.0186,-0.0173,-0.0047,0.0258
16942,0.0175,-0.0177,-0.0045,0.0253
16943,0.0196,-0.0176,-0.0050,0.0268
16944,0.0194,-0.0177,-0.0040,0.0265
16945,0.0188,-0.0180,-0.0040,0.0263
16946,0.0190,-0.0170,-0.0047,0.0260
16947,0.0204,-0.0171,-0.0050,0.0271
16948,0.0198,-0.0174,-0.0040,0.0267
16949,0.0204,-0.0171,-0.0040,0.0269
16950,0.0194,-0.0168,-0.0047,0.0261
16951,0.0213,-0.0166,-0.0050,0.0274
16952,0.0208,-0.0168,-0.0040,0.0271
16953,0.0210,-0.0158,-0.0047,0.0267
16954,0.0199,-0.0166,-0.0047,0.0263
16955,0.0221,-0.0161,-0.0050,0.0278
16956,0.0219,-0.0162,-0.0040,0.0275
16957,0.0213,-0.0166,-0.0040,0.0273
16958,0.0214,-0.0156,-0.0047,0.0269
16959,0.0229,-0.0156,-0.0050,0.0282
16960,0.0223,-0.0160,-0.0040,0.0277
16961,0.0229,-0.0156,-0.0040,0.0280
16962,0.0218,-0.0154,-0.0047,0.0271
16963,0.0238,-0.0152,-0.0050,0.0286
16964,0.0233,-0.0154,-0.0040,0.0282
16965,0.0235,-0.0144,-0.0047,0.0280
16966,0.0222,-0.0151,-0.0047,0.0273
16967,0.0246,-0.0147,-0.0050,0.0291
16968,0.0243,-0.0148,-0.0039,0.0288
16969,0.0238,-0.0152,-0.0040,0.0285
16970,0.0239,-0.0142,-0.0047,0.0282
16971,0.0254,-0.0142,-0.0050,0.0295
16972,0.0247,-0.0146,-0.0039,0.0290
16973,0.0255,-0.0141,-0.0040,0.0294
16974,0.0243,-0.0139,-0.0047,0.0284
16975,0.0263,-0.0137,-0.0050,0.0300
16976,0.0259,-0.0139,-0.0040,0.0297
16977,0.0247,-0.0137,-0.0047,0.0287
16978,0.0261,-0.0130,-0.0047,0.0295
16979,0.0271,-0.0132,-0.0054,0.0306
16980,0.0264,-0.0137,-0.0040,0.0299
16981,0.0265,-0.0127,-0.0047,0.0298
16982,0.0263,-0.0137,-0.0010,0.0296
16983,0.0271,-0.0132,-0.0006,0.0301
16984,0.0262,-0.0137,-0.0006,0.0295
16985,0.0264,-0.0137,-0.0020,0.0297
16986,0.0265,-0.0127,-0.0010,0.0294
16987,0.0265,-0.0131,-0.0013,0.0295
16988,0.0266,-0.0134,-0.0006,0.0298
16989,0.0254,-0.0142,-0.0010,0.0291
16990,0.0258,-0.0139,-0.0006,0.0293
16991,0.0259,-0.0139,-0.0020,0.0295
16992,0.0253,-0.0136,-0.0012,0.0287
16993,0.0260,-0.0133,-0.0013,0.0293
16994,0.0246,-0.0147,-0.0010,0.0286
16995,0.0249,-0.0144,-0.0006,0.0288
16996,0.0253,-0.0142,-0.0006,0.0290
16997,0.0247,-0.0146,-0.0019,0.0288
16998,0.0255,-0.0141,-0.0020,0.0292
16999,0.0249,-0.0138,-0.0012,0.0285
17000,0.0238,-0.0152,-0.0010,0.0282
17001,0.0236,-0.0151,-0.0006,0.0281
17002,0.0245,-0.0147,-0.0006,0.0285
17003,0.0243,-0.0148,-0.0019,0.0286
17004,0.0238,-0.0152,-0.0020,0.0282
17005,0.0234,-0.0146,-0.0012,0.0277
17006,0.0245,-0.0140,-0.0012,0.0282
17007,0.0229,-0.0156,-0.0010,0.0278
17008,0.0232,-0.0154,-0.0006,0.0279
17009,0.0233,-0.0154,-0.0020,0.0280
17010,0.0230,-0.0149,-0.0012,0.0274
17011,0.0221,-0.0161,-0.0010,0.0274
17012,0.0220,-0.0161,-0.0006,0.0272
17013,0.0228,-0.0156,-0.0006,0.0276
17014,0.0223,-0.0160,-0.0020,0.0275
17015,0.0229,-0.0156,-0.0020,0.0278
17016,0.0226,-0.0151,-0.0012,0.0272
17017,0.0217,-0.0156,-0.0011,0.0268
17018,0.0213,-0.0166,-0.0010,0.0270
17019,0.0216,-0.0163,-0.0006,0.0271
17020,0.0219,-0.0162,-0.0020,0.0273
17021,0.0213,-0.0166,-0.0020,0.0270
17022,0.0213,-0.0159,-0.0011,0.0266
17023,0.0204,-0.0171,-0.0010,0.0266
17024,0.0203,-0.0171,-0.0006,0.0265
17025,0.0211,-0.0166,-0.0006,0.0269
17026,0.0208,-0.0168,-0.0020,0.0269
17027,0.0199,-0.0167,-0.0011,0.0260
17028,0.0209,-0.0161,-0.0011,0.0264
17029,0.0196,-0.0176,-0.0010,0.0263
17030,0.0199,-0.0173,-0.0006,0.0264
17031,0.0198,-0.0174,-0.0020,0.0265
17032,0.0204,-0.0171,-0.0020,0.0267
17033,0.0195,-0.0170,-0.0011,0.0259
17034,0.0188,-0.0180,-0.0010,0.0260
17035,0.0187,-0.0180,-0.0006,0.0259
17036,0.0195,-0.0175,-0.0006,0.0262
17037,0.0194,-0.0177,-0.0020,0.0263
17038,0.0188,-0.0180,-0.0020,0.0261
17039,0.0191,-0.0172,-0.0011,0.0257
17040,0.0179,-0.0185,-0.0010,0.0258
17041,0.0183,-0.0182,-0.0006,0.0258
17042,0.0183,-0.0183,-0.0020,0.0260
17043,0.0174,-0.0180,-0.0012,0.0251
17044,0.0187,-0.0174,-0.0011,0.0256
17045,0.0171,-0.0190,-0.0010,0.0256
17046,0.0170,-0.0189,-0.0006,0.0255
17047,0.0178,-0.0185,-0.0006,0.0257
17048,0.0173,-0.0189,-0.0020,0.0257
17049,0.0179,-0.0185,-0.0020,0.0258
17050,0.0170,-0.0183,-0.0012,0.0250
17051,0.0163,-0.0195,-0.0010,0.0254
17052,0.0166,-0.0192,-0.0006,0.0254
17053,0.0169,-0.0191,-0.0020,0.0256
17054,0.0163,-0.0195,-0.0020,0.0255
17055,0.0166,-0.0185,-0.0012,0.0249
17056,0.0154,-0.0200,-0.0010,0.0252
17057,0.0152,-0.0200,-0.0006,0.0251
17058,0.0162,-0.0194,-0.0006,0.0253
17059,0.0158,-0.0197,-0.0020,0.0254
17060,0.0162,-0.0187,-0.0012,0.0248
17061,0.0148,-0.0194,-0.0014,0.0244
17062,0.0145,-0.0205,-0.0010,0.0251
17063,0.0147,-0.0203,-0.0006,0.0251
17064,0.0147,-0.0204,-0.0021,0.0252
17065,0.0154,-0.0200,-0.0020,0.0253
17066,0.0143,-0.0196,-0.0014,0.0244
17067,0.0138,-0.0209,-0.0010,0.0251
17068,0.0144,-0.0205,-0.0006,0.0250
17069,0.0143,-0.0206,-0.0021,0.0252
17070,0.0138,-0.0209,-0.0018,0.0251
17071,0.0140,-0.0199,-0.0014,0.0243
17072,0.0132,-0.0207,-0.0011,0.0246
17073,0.0129,-0.0213,-0.0006,0.0249
17074,0.0139,-0.0207,-0.0006,0.0250
17075,0.0134,-0.0212,-0.0018,0.0251
17076,0.0128,-0.0209,-0.0011,0.0245
17077,0.0190,0.0005,-0.0070,0.0203
17078,0.0190,-0.0005,-0.0070,0.0203
17079,0.0189,0.0002,-0.0066,0.0201
17080,0.0190,0.0001,-0.0073,0.0204
17081,0.0190,-0.0004,-0.0075,0.0204
17082,0.0195,0.0004,-0.0068,0.0206
17083,0.0196,-0.0006,-0.0066,0.0207
17084,0.0194,-0.0001,-0.0074,0.0207
17085,0.0192,0.0015,-0.0070,0.0205
17086,0.0190,0.0007,-0.0066,0.0201
17087,0.0190,0.0006,-0.0073,0.0204
17088,0.0191,0.0013,-0.0076,0.0206
17089,0.0195,0.0009,-0.0068,0.0207
17090,0.0198,0.0015,-0.0073,0.0211
17091,0.0194,0.0004,-0.0074,0.0208
17092,0.0195,0.0024,-0.0070,0.0209
17093,0.0190,0.0011,-0.0066,0.0202
17094,0.0194,0.0023,-0.0066,0.0206
17095,0.0194,0.0022,-0.0074,0.0209
17096,0.0193,0.0018,-0.0076,0.0208
17097,0.0197,0.0014,-0.0068,0.0208
17098,0.0199,0.0020,-0.0073,0.0213
17099,0.0200,0.0033,-0.0070,0.0214
17100,0.0196,0.0028,-0.0066,0.0209
17101,0.0196,0.0026,-0.0074,0.0211
17102,0.0200,0.0033,-0.0076,0.0217
17103,0.0201,0.0024,-0.0073,0.0215
17104,0.0203,0.0028,-0.0065,0.0215
17105,0.0204,0.0033,-0.0071,0.0219
17106,0.0206,0.0041,-0.0070,0.0221
17107,0.0199,0.0032,-0.0066,0.0212
17108,0.0204,0.0040,-0.0066,0.0218
17109,0.0203,0.0037,-0.0076,0.0220
17110,0.0206,0.0033,-0.0065,0.0218
17111,0.0207,0.0037,-0.0071,0.0222
17112,0.0213,0.0047,-0.0070,0.0229
17113,0.0207,0.0043,-0.0066,0.0222
17114,0.0215,0.0049,-0.0066,0.0230
17115,0.0211,0.0046,-0.0074,0.0229
17116,0.0206,0.0041,-0.0076,0.0224
17117,0.0215,0.0043,-0.0067,0.0229
17118,0.0210,0.0041,-0.0071,0.0226
17119,0.0221,0.0053,-0.0070,0.0238
17120,0.0219,0.0052,-0.0066,0.0234
17121,0.0215,0.0049,-0.0074,0.0233
17122,0.0219,0.0052,-0.0076,0.0238
17123,0.0219,0.0046,-0.0077,0.0236
17124,0.0219,0.0046,-0.0067,0.0233
17125,0.0214,0.0044,-0.0071,0.0230
17126,0.0231,0.0057,-0.0070,0.0247
17127,0.0223,0.0054,-0.0067,0.0239
17128,0.0232,0.0058,-0.0066,0.0248
17129,0.0224,0.0054,-0.0076,0.0242
17130,0.0230,0.0057,-0.0077,0.0249
17131,0.0223,0.0048,-0.0077,0.0241
17132,0.0236,0.0050,-0.0075,0.0252
17133,0.0223,0.0049,-0.0067,0.0238
17134,0.0231,0.0052,-0.0067,0.0246
17135,0.0229,0.0043,-0.0073,0.0243
17136,0.0240,0.0059,-0.0070,0.0257
17137,0.0237,0.0059,-0.0066,0.0253
17138,0.0235,0.0058,-0.0077,0.0254
17139,0.0240,0.0052,-0.0075,0.0257
17140,0.0236,0.0053,-0.0067,0.0251
17141,0.0250,0.0060,-0.0070,0.0266
17142,0.0242,0.0060,-0.0066,0.0258
17143,0.0248,0.0060,-0.0078,0.0266
17144,0.0240,0.0059,-0.0077,0.0259
17145,0.0245,0.0053,-0.0075,0.0262
17146,0.0241,0.0054,-0.0067,0.0256
17147,0.0260,0.0059,-0.0070,0.0276
17148,0.0246,0.0061,-0.0066,0.0262
17149,0.0257,0.0060,-0.0066,0.0273
17150,0.0253,0.0060,-0.0078,0.0271
17151,0.0260,0.0059,-0.0077,0.0277
17152,0.0250,0.0053,-0.0075,0.0266
17153,0.0262,0.0054,-0.0072,0.0277
17154,0.0254,0.0057,-0.0063,0.0268
17155,0.0246,0.0054,-0.0067,0.0260
17156,0.0262,0.0056,-0.0067,0.0276
17157,0.0270,0.0057,-0.0070,0.0284
17158,0.0262,0.0059,-0.0066,0.0277
17159,0.0272,0.0057,-0.0066,0.0285
17160,0.0270,0.0057,-0.0076,0.0286
17161,0.0265,0.0058,-0.0077,0.0282
17162,0.0267,0.0053,-0.0072,0.0281
17163,0.0267,0.0055,-0.0067,0.0281
17164,0.0279,0.0053,-0.0070,0.0292
17165,0.0276,0.0055,-0.0066,0.0289
17166,0.0275,0.0055,-0.0076,0.0290
17167,0.0271,0.0051,-0.0072,0.0285
17168,0.0272,0.0053,-0.0067,0.0285
17169,0.0287,0.0047,-0.0070,0.0299
17170,0.0281,0.0052,-0.0066,0.0293
17171,0.0289,0.0047,-0.0066,0.0300
17172,0.0285,0.0049,-0.0074,0.0298
17173,0.0279,0.0052,-0.0076,0.0294
17174,0.0282,0.0045,-0.0066,0.0293
17175,0.0276,0.0049,-0.0072,0.0289
17176,0.0286,0.0043,-0.0077,0.0299
17177,0.0276,0.0051,-0.0067,0.0289
17178,0.0294,0.0041,-0.0070,0.0305
17179,0.0292,0.0044,-0.0066,0.0303
17180,0.0289,0.0046,-0.0074,0.0302
17181,0.0292,0.0043,-0.0076,0.0305
17182,0.0286,0.0042,-0.0066,0.0296
17183,0.0290,0.0040,-0.0077,0.0302
17184,0.0300,0.0033,-0.0070,0.0310
17185,0.0296,0.0040,-0.0066,0.0306
17186,0.0299,0.0035,-0.0076,0.0310
17187,0.0295,0.0040,-0.0076,0.0307
17188,0.0298,0.0033,-0.0064,0.0306
17189,0.0289,0.0038,-0.0066,0.0299
17190,0.0293,0.0036,-0.0077,0.0305
17191,0.0305,0.0024,-0.0070,0.0314
17192,0.0299,0.0036,-0.0066,0.0308
17193,0.0305,0.0027,-0.0066,0.0313
17194,0.0304,0.0026,-0.0074,0.0314
17195,0.0302,0.0031,-0.0076,0.0313
17196,0.0300,0.0021,-0.0075,0.0310
17197,0.0301,0.0029,-0.0064,0.0309
17198,0.0296,0.0032,-0.0077,0.0307
17199,0.0300,0.0021,-0.0066,0.0308
17200,0.0308,0.0015,-0.0070,0.0316
17201,0.0307,0.0022,-0.0066,0.0314
17202,0.0309,0.0013,-0.0066,0.0317
17203,0.0306,0.0022,-0.0074,0.0316
17204,0.0302,0.0016,-0.0075,0.0311
17205,0.0302,0.0016,-0.0066,0.0310
17206,0.0310,0.0005,-0.0070,0.0318
17207,0.0310,0.0008,-0.0066,0.0317
17208,0.0308,0.0017,-0.0074,0.0317
17209,0.0310,0.0007,-0.0075,0.0319
17210,0.0308,0.0015,-0.0078,0.0318
17211,0.0303,0.0012,-0.0075,0.0312
17212,0.0303,0.0012,-0.0066,0.0311
17213,0.0310,-0.0005,-0.0070,0.0318
17214,0.0311,0.0003,-0.0066,0.0318
17215,0.0310,-0.0007,-0.0066,0.0317
17216,0.0310,0.0002,-0.0075,0.0319
17217,0.0307,-0.0004,-0.0074,0.0316
17218,0.0305,-0.0003,-0.0066,0.0312
17219,0.0304,0.0007,-0.0075,0.0313
17220,0.0304,0.0007,-0.0066,0.0311
17221,0.0304,-0.0003,-0.0078,0.0313
17222,0.0308,-0.0015,-0.0070,0.0316
17223,0.0310,-0.0012,-0.0066,0.0317
17224,0.0309,-0.0012,-0.0075,0.0318
17225,0.0310,-0.0003,-0.0075,0.0319
17226,0.0307,-0.0009,-0.0074,0.0316
17227,0.0304,-0.0008,-0.0066,0.0312
17228,0.0302,-0.0015,-0.0073,0.0311
17229,0.0305,-0.0024,-0.0070,0.0314
17230,0.0308,-0.0017,-0.0066,0.0316
17231,0.0308,-0.0017,-0.0075,0.0317
17232,0.0305,-0.0023,-0.0078,0.0316
17233,0.0303,-0.0013,-0.0066,0.0311
17234,0.0304,-0.0022,-0.0063,0.0311
17235,0.0301,-0.0019,-0.0073,0.0310
17236,0.0300,-0.0033,-0.0070,0.0310
17237,0.0307,-0.0022,-0.0066,0.0315
17238,0.0302,-0.0032,-0.0066,0.0311
17239,0.0302,-0.0031,-0.0074,0.0312
17240,0.0303,-0.0028,-0.0078,0.0314
17241,0.0302,-0.0026,-0.0063,0.0309
17242,0.0295,-0.0032,-0.0066,0.0304
17243,0.0299,-0.0024,-0.0073,0.0309
17244,0.0294,-0.0041,-0.0070,0.0305
